parent	child	p.name
IFNA21	EGFR	hsa04630
IFNA21	EPOR	hsa04630
IFNA21	GHR	hsa04630
IFNA21	IFNAR1	hsa04630
IFNA21	IFNAR2	hsa04630
IFNA21	IFNGR1	hsa04630
IFNA21	IFNGR2	hsa04630
IFNA21	IL2RA	hsa04630
IFNA21	IL2RB	hsa04630
IFNA21	IL2RG	hsa04630
IFNA21	IL3RA	hsa04630
IFNA21	IL4R	hsa04630
IFNA21	IL5RA	hsa04630
IFNA21	IL6R	hsa04630
IFNA21	IL6ST	hsa04630
IFNA21	IL7R	hsa04630
IFNA21	IL9R	hsa04630
IFNA21	IL10RA	hsa04630
IFNA21	IL10RB	hsa04630
IFNA21	IL11RA	hsa04630
IFNA21	IL12RB1	hsa04630
IFNA21	IL12RB2	hsa04630
IFNA21	IL13RA1	hsa04630
IFNA21	IL13RA2	hsa04630
IFNA21	IL15RA	hsa04630
IFNA21	LEPR	hsa04630
IFNA21	LIFR	hsa04630
IFNA21	MPL	hsa04630
IFNA21	IL21R	hsa04630
IFNA21	PDGFRA	hsa04630
IFNA21	PDGFRB	hsa04630
IFNA21	IL20RA	hsa04630
IFNA21	IL20RB	hsa04630
IFNA21	PRLR	hsa04630
IFNA21	IL22RA1	hsa04630
IFNA21	CRLF2	hsa04630
IFNA21	OSMR	hsa04630
IFNA21	IL27RA	hsa04630
IFNB1	IL22RA2	hsa04630
IFNB1	CNTFR	hsa04630
IFNB1	CSF2RA	hsa04630
IFNB1	CSF2RB	hsa04630
IFNB1	CSF3R	hsa04630
IFNB1	IL23R	hsa04630
IFNB1	IFNLR1	hsa04630
IFNB1	EGFR	hsa04630
IFNB1	EPOR	hsa04630
IFNB1	GHR	hsa04630
IFNB1	IFNAR1	hsa04630
IFNB1	IFNAR2	hsa04630
IFNB1	IFNGR1	hsa04630
IFNB1	IFNGR2	hsa04630
IFNB1	IL2RA	hsa04630
IFNB1	IL2RB	hsa04630
IFNB1	IL2RG	hsa04630
IFNB1	IL3RA	hsa04630
IFNB1	IL4R	hsa04630
IFNB1	IL5RA	hsa04630
IFNB1	IL6R	hsa04630
IFNB1	IL6ST	hsa04630
IFNB1	IL7R	hsa04630
IFNB1	IL9R	hsa04630
IFNB1	IL10RA	hsa04630
IFNB1	IL10RB	hsa04630
IFNB1	IL11RA	hsa04630
IFNB1	IL12RB1	hsa04630
IFNB1	IL12RB2	hsa04630
IFNB1	IL13RA1	hsa04630
IFNB1	IL13RA2	hsa04630
IFNB1	IL15RA	hsa04630
IFNB1	LEPR	hsa04630
IFNB1	LIFR	hsa04630
IFNB1	MPL	hsa04630
IFNB1	IL21R	hsa04630
IFNB1	PDGFRA	hsa04630
IFNB1	PDGFRB	hsa04630
IFNB1	IL20RA	hsa04630
IFNB1	IL20RB	hsa04630
IFNB1	PRLR	hsa04630
IFNB1	IL22RA1	hsa04630
IFNB1	CRLF2	hsa04630
IFNB1	OSMR	hsa04630
IFNB1	IL27RA	hsa04630
IFNG	IL22RA2	hsa04630
IFNG	CNTFR	hsa04630
IFNG	CSF2RA	hsa04630
IFNG	CSF2RB	hsa04630
IFNG	CSF3R	hsa04630
IFNG	IL23R	hsa04630
IFNG	IFNLR1	hsa04630
IFNG	EGFR	hsa04630
IFNG	EPOR	hsa04630
IFNG	GHR	hsa04630
IFNG	IFNAR1	hsa04630
IFNG	IFNAR2	hsa04630
IFNG	IFNGR1	hsa04630
IFNG	IFNGR2	hsa04630
IFNG	IL2RA	hsa04630
IFNG	IL2RB	hsa04630
IFNG	IL2RG	hsa04630
IFNG	IL3RA	hsa04630
IFNG	IL4R	hsa04630
IFNG	IL5RA	hsa04630
IFNG	IL6R	hsa04630
IFNG	IL6ST	hsa04630
IFNG	IL7R	hsa04630
IFNG	IL9R	hsa04630
IFNG	IL10RA	hsa04630
IFNG	IL10RB	hsa04630
IFNG	IL11RA	hsa04630
IFNG	IL12RB1	hsa04630
IFNG	IL12RB2	hsa04630
IFNG	IL13RA1	hsa04630
IFNG	IL13RA2	hsa04630
IFNG	IL15RA	hsa04630
IFNG	LEPR	hsa04630
IFNG	LIFR	hsa04630
IFNG	MPL	hsa04630
IFNG	IL21R	hsa04630
IFNG	PDGFRA	hsa04630
IFNG	PDGFRB	hsa04630
IFNG	IL20RA	hsa04630
IFNG	IL20RB	hsa04630
IFNG	PRLR	hsa04630
IFNG	IL22RA1	hsa04630
IFNG	CRLF2	hsa04630
IFNG	OSMR	hsa04630
IFNG	IL27RA	hsa04630
IFNW1	IL22RA2	hsa04630
IFNW1	CNTFR	hsa04630
IFNW1	CSF2RA	hsa04630
IFNW1	CSF2RB	hsa04630
IFNW1	CSF3R	hsa04630
IFNW1	IL23R	hsa04630
IFNW1	IFNLR1	hsa04630
IFNW1	EGFR	hsa04630
IFNW1	EPOR	hsa04630
IFNW1	GHR	hsa04630
IFNW1	IFNAR1	hsa04630
IFNW1	IFNAR2	hsa04630
IFNW1	IFNGR1	hsa04630
IFNW1	IFNGR2	hsa04630
IFNW1	IL2RA	hsa04630
IFNW1	IL2RB	hsa04630
IFNW1	IL2RG	hsa04630
IFNW1	IL3RA	hsa04630
IFNW1	IL4R	hsa04630
IFNW1	IL5RA	hsa04630
IFNW1	IL6R	hsa04630
IFNW1	IL6ST	hsa04630
IFNW1	IL7R	hsa04630
IFNW1	IL9R	hsa04630
IFNW1	IL10RA	hsa04630
IFNW1	IL10RB	hsa04630
IFNW1	IL11RA	hsa04630
IFNW1	IL12RB1	hsa04630
IFNW1	IL12RB2	hsa04630
IFNW1	IL13RA1	hsa04630
IFNW1	IL13RA2	hsa04630
IFNW1	IL15RA	hsa04630
IFNW1	LEPR	hsa04630
IFNW1	LIFR	hsa04630
IFNW1	MPL	hsa04630
IFNW1	IL21R	hsa04630
IFNW1	PDGFRA	hsa04630
IFNW1	PDGFRB	hsa04630
IFNW1	IL20RA	hsa04630
IFNW1	IL20RB	hsa04630
IFNW1	PRLR	hsa04630
IFNW1	IL22RA1	hsa04630
IFNW1	CRLF2	hsa04630
IFNW1	OSMR	hsa04630
IFNW1	IL27RA	hsa04630
IL2	IL22RA2	hsa04630
IL2	CNTFR	hsa04630
IL2	CSF2RA	hsa04630
IL2	CSF2RB	hsa04630
IL2	CSF3R	hsa04630
IL2	IL23R	hsa04630
IL2	IFNLR1	hsa04630
IL2	EGFR	hsa04630
IL2	EPOR	hsa04630
IL2	GHR	hsa04630
IL2	IFNAR1	hsa04630
IL2	IFNAR2	hsa04630
IL2	IFNGR1	hsa04630
IL2	IFNGR2	hsa04630
IL2	IL2RA	hsa04630
IL2	IL2RB	hsa04630
IL2	IL2RG	hsa04630
IL2	IL3RA	hsa04630
IL2	IL4R	hsa04630
IL2	IL5RA	hsa04630
IL2	IL6R	hsa04630
IL2	IL6ST	hsa04630
IL2	IL7R	hsa04630
IL2	IL9R	hsa04630
IL2	IL10RA	hsa04630
IL2	IL10RB	hsa04630
IL2	IL11RA	hsa04630
IL2	IL12RB1	hsa04630
IL2	IL12RB2	hsa04630
IL2	IL13RA1	hsa04630
IL2	IL13RA2	hsa04630
IL2	IL15RA	hsa04630
IL2	LEPR	hsa04630
IL2	LIFR	hsa04630
IL2	MPL	hsa04630
IL2	IL21R	hsa04630
IL2	PDGFRA	hsa04630
IL2	PDGFRB	hsa04630
IL2	IL20RA	hsa04630
IL2	IL20RB	hsa04630
IL2	PRLR	hsa04630
IL2	IL22RA1	hsa04630
IL2	CRLF2	hsa04630
IL2	OSMR	hsa04630
IL2	IL27RA	hsa04630
IL3	IL22RA2	hsa04630
IL3	CNTFR	hsa04630
IL3	CSF2RA	hsa04630
IL3	CSF2RB	hsa04630
IL3	CSF3R	hsa04630
IL3	IL23R	hsa04630
IL3	IFNLR1	hsa04630
IL3	EGFR	hsa04630
IL3	EPOR	hsa04630
IL3	GHR	hsa04630
IL3	IFNAR1	hsa04630
IL3	IFNAR2	hsa04630
IL3	IFNGR1	hsa04630
IL3	IFNGR2	hsa04630
IL3	IL2RA	hsa04630
IL3	IL2RB	hsa04630
IL3	IL2RG	hsa04630
IL3	IL3RA	hsa04630
IL3	IL4R	hsa04630
IL3	IL5RA	hsa04630
IL3	IL6R	hsa04630
IL3	IL6ST	hsa04630
IL3	IL7R	hsa04630
IL3	IL9R	hsa04630
IL3	IL10RA	hsa04630
IL3	IL10RB	hsa04630
IL3	IL11RA	hsa04630
IL3	IL12RB1	hsa04630
IL3	IL12RB2	hsa04630
IL3	IL13RA1	hsa04630
IL3	IL13RA2	hsa04630
IL3	IL15RA	hsa04630
IL3	LEPR	hsa04630
IL3	LIFR	hsa04630
IL3	MPL	hsa04630
IL3	IL21R	hsa04630
IL3	PDGFRA	hsa04630
IL3	PDGFRB	hsa04630
IL3	IL20RA	hsa04630
IL3	IL20RB	hsa04630
IL3	PRLR	hsa04630
IL3	IL22RA1	hsa04630
IL3	CRLF2	hsa04630
IL3	OSMR	hsa04630
IL3	IL27RA	hsa04630
IL4	IL22RA2	hsa04630
IL4	CNTFR	hsa04630
IL4	CSF2RA	hsa04630
IL4	CSF2RB	hsa04630
IL4	CSF3R	hsa04630
IL4	IL23R	hsa04630
IL4	IFNLR1	hsa04630
IL4	EGFR	hsa04630
IL4	EPOR	hsa04630
IL4	GHR	hsa04630
IL4	IFNAR1	hsa04630
IL4	IFNAR2	hsa04630
IL4	IFNGR1	hsa04630
IL4	IFNGR2	hsa04630
IL4	IL2RA	hsa04630
IL4	IL2RB	hsa04630
IL4	IL2RG	hsa04630
IL4	IL3RA	hsa04630
IL4	IL4R	hsa04630
IL4	IL5RA	hsa04630
IL4	IL6R	hsa04630
IL4	IL6ST	hsa04630
IL4	IL7R	hsa04630
IL4	IL9R	hsa04630
IL4	IL10RA	hsa04630
IL4	IL10RB	hsa04630
IL4	IL11RA	hsa04630
IL4	IL12RB1	hsa04630
IL4	IL12RB2	hsa04630
IL4	IL13RA1	hsa04630
IL4	IL13RA2	hsa04630
IL4	IL15RA	hsa04630
IL4	LEPR	hsa04630
IL4	LIFR	hsa04630
IL4	MPL	hsa04630
IL4	IL21R	hsa04630
IL4	PDGFRA	hsa04630
IL4	PDGFRB	hsa04630
IL4	IL20RA	hsa04630
IL4	IL20RB	hsa04630
IL4	PRLR	hsa04630
IL4	IL22RA1	hsa04630
IL4	CRLF2	hsa04630
IL4	OSMR	hsa04630
IL4	IL27RA	hsa04630
IL5	IL22RA2	hsa04630
IL5	CNTFR	hsa04630
IL5	CSF2RA	hsa04630
IL5	CSF2RB	hsa04630
IL5	CSF3R	hsa04630
IL5	IL23R	hsa04630
IL5	IFNLR1	hsa04630
IL5	EGFR	hsa04630
IL5	EPOR	hsa04630
IL5	GHR	hsa04630
IL5	IFNAR1	hsa04630
IL5	IFNAR2	hsa04630
IL5	IFNGR1	hsa04630
IL5	IFNGR2	hsa04630
IL5	IL2RA	hsa04630
IL5	IL2RB	hsa04630
IL5	IL2RG	hsa04630
IL5	IL3RA	hsa04630
IL5	IL4R	hsa04630
IL5	IL5RA	hsa04630
IL5	IL6R	hsa04630
IL5	IL6ST	hsa04630
IL5	IL7R	hsa04630
IL5	IL9R	hsa04630
IL5	IL10RA	hsa04630
IL5	IL10RB	hsa04630
IL5	IL11RA	hsa04630
IL5	IL12RB1	hsa04630
IL5	IL12RB2	hsa04630
IL5	IL13RA1	hsa04630
IL5	IL13RA2	hsa04630
IL5	IL15RA	hsa04630
IL5	LEPR	hsa04630
IL5	LIFR	hsa04630
IL5	MPL	hsa04630
IL5	IL21R	hsa04630
IL5	PDGFRA	hsa04630
IL5	PDGFRB	hsa04630
IL5	IL20RA	hsa04630
IL5	IL20RB	hsa04630
IL5	PRLR	hsa04630
IL5	IL22RA1	hsa04630
IL5	CRLF2	hsa04630
IL5	OSMR	hsa04630
IL5	IL27RA	hsa04630
IL6	IL22RA2	hsa04630
IL6	CNTFR	hsa04630
IL6	CSF2RA	hsa04630
IL6	CSF2RB	hsa04630
IL6	CSF3R	hsa04630
IL6	IL23R	hsa04630
IL6	IFNLR1	hsa04630
IL6	EGFR	hsa04630
IL6	EPOR	hsa04630
IL6	GHR	hsa04630
IL6	IFNAR1	hsa04630
IL6	IFNAR2	hsa04630
IL6	IFNGR1	hsa04630
IL6	IFNGR2	hsa04630
IL6	IL2RA	hsa04630
IL6	IL2RB	hsa04630
IL6	IL2RG	hsa04630
IL6	IL3RA	hsa04630
IL6	IL4R	hsa04630
IL6	IL5RA	hsa04630
IL6	IL6R	hsa04630
IL6	IL6ST	hsa04630
IL6	IL7R	hsa04630
IL6	IL9R	hsa04630
IL6	IL10RA	hsa04630
IL6	IL10RB	hsa04630
IL6	IL11RA	hsa04630
IL6	IL12RB1	hsa04630
IL6	IL12RB2	hsa04630
IL6	IL13RA1	hsa04630
IL6	IL13RA2	hsa04630
IL6	IL15RA	hsa04630
IL6	LEPR	hsa04630
IL6	LIFR	hsa04630
IL6	MPL	hsa04630
IL6	IL21R	hsa04630
IL6	PDGFRA	hsa04630
IL6	PDGFRB	hsa04630
IL6	IL20RA	hsa04630
IL6	IL20RB	hsa04630
IL6	PRLR	hsa04630
IL6	IL22RA1	hsa04630
IL6	CRLF2	hsa04630
IL6	OSMR	hsa04630
IL6	IL27RA	hsa04630
IL7	IL22RA2	hsa04630
IL7	CNTFR	hsa04630
IL7	CSF2RA	hsa04630
IL7	CSF2RB	hsa04630
IL7	CSF3R	hsa04630
IL7	IL23R	hsa04630
IL7	IFNLR1	hsa04630
IL7	EGFR	hsa04630
IL7	EPOR	hsa04630
IL7	GHR	hsa04630
IL7	IFNAR1	hsa04630
IL7	IFNAR2	hsa04630
IL7	IFNGR1	hsa04630
IL7	IFNGR2	hsa04630
IL7	IL2RA	hsa04630
IL7	IL2RB	hsa04630
IL7	IL2RG	hsa04630
IL7	IL3RA	hsa04630
IL7	IL4R	hsa04630
IL7	IL5RA	hsa04630
IL7	IL6R	hsa04630
IL7	IL6ST	hsa04630
IL7	IL7R	hsa04630
IL7	IL9R	hsa04630
IL7	IL10RA	hsa04630
IL7	IL10RB	hsa04630
IL7	IL11RA	hsa04630
IL7	IL12RB1	hsa04630
IL7	IL12RB2	hsa04630
IL7	IL13RA1	hsa04630
IL7	IL13RA2	hsa04630
IL7	IL15RA	hsa04630
IL7	LEPR	hsa04630
IL7	LIFR	hsa04630
IL7	MPL	hsa04630
IL7	IL21R	hsa04630
IL7	PDGFRA	hsa04630
IL7	PDGFRB	hsa04630
IL7	IL20RA	hsa04630
IL7	IL20RB	hsa04630
IL7	PRLR	hsa04630
IL7	IL22RA1	hsa04630
IL7	CRLF2	hsa04630
IL7	OSMR	hsa04630
IL7	IL27RA	hsa04630
IL9	IL22RA2	hsa04630
IL9	CNTFR	hsa04630
IL9	CSF2RA	hsa04630
IL9	CSF2RB	hsa04630
IL9	CSF3R	hsa04630
IL9	IL23R	hsa04630
IL9	IFNLR1	hsa04630
IL9	EGFR	hsa04630
IL9	EPOR	hsa04630
IL9	GHR	hsa04630
IL9	IFNAR1	hsa04630
IL9	IFNAR2	hsa04630
IL9	IFNGR1	hsa04630
IL9	IFNGR2	hsa04630
IL9	IL2RA	hsa04630
IL9	IL2RB	hsa04630
IL9	IL2RG	hsa04630
IL9	IL3RA	hsa04630
IL9	IL4R	hsa04630
IL9	IL5RA	hsa04630
IL9	IL6R	hsa04630
IL9	IL6ST	hsa04630
IL9	IL7R	hsa04630
IL9	IL9R	hsa04630
IL9	IL10RA	hsa04630
IL9	IL10RB	hsa04630
IL9	IL11RA	hsa04630
IL9	IL12RB1	hsa04630
IL9	IL12RB2	hsa04630
IL9	IL13RA1	hsa04630
IL9	IL13RA2	hsa04630
IL9	IL15RA	hsa04630
IL9	LEPR	hsa04630
IL9	LIFR	hsa04630
IL9	MPL	hsa04630
IL9	IL21R	hsa04630
IL9	PDGFRA	hsa04630
IL9	PDGFRB	hsa04630
IL9	IL20RA	hsa04630
IL9	IL20RB	hsa04630
IL9	PRLR	hsa04630
IL9	IL22RA1	hsa04630
IL9	CRLF2	hsa04630
IL9	OSMR	hsa04630
IL9	IL27RA	hsa04630
IL10	IL22RA2	hsa04630
IL10	CNTFR	hsa04630
IL10	CSF2RA	hsa04630
IL10	CSF2RB	hsa04630
IL10	CSF3R	hsa04630
IL10	IL23R	hsa04630
IL10	IFNLR1	hsa04630
IL10	EGFR	hsa04630
IL10	EPOR	hsa04630
IL10	GHR	hsa04630
IL10	IFNAR1	hsa04630
IL10	IFNAR2	hsa04630
IL10	IFNGR1	hsa04630
IL10	IFNGR2	hsa04630
IL10	IL2RA	hsa04630
IL10	IL2RB	hsa04630
IL10	IL2RG	hsa04630
IL10	IL3RA	hsa04630
IL10	IL4R	hsa04630
IL10	IL5RA	hsa04630
IL10	IL6R	hsa04630
IL10	IL6ST	hsa04630
IL10	IL7R	hsa04630
IL10	IL9R	hsa04630
IL10	IL10RA	hsa04630
IL10	IL10RB	hsa04630
IL10	IL11RA	hsa04630
IL10	IL12RB1	hsa04630
IL10	IL12RB2	hsa04630
IL10	IL13RA1	hsa04630
IL10	IL13RA2	hsa04630
IL10	IL15RA	hsa04630
IL10	LEPR	hsa04630
IL10	LIFR	hsa04630
IL10	MPL	hsa04630
IL10	IL21R	hsa04630
IL10	PDGFRA	hsa04630
IL10	PDGFRB	hsa04630
IL10	IL20RA	hsa04630
IL10	IL20RB	hsa04630
IL10	PRLR	hsa04630
IL10	IL22RA1	hsa04630
IL10	CRLF2	hsa04630
IL10	OSMR	hsa04630
IL10	IL27RA	hsa04630
IL11	IL22RA2	hsa04630
IL11	CNTFR	hsa04630
IL11	CSF2RA	hsa04630
IL11	CSF2RB	hsa04630
IL11	CSF3R	hsa04630
IL11	IL23R	hsa04630
IL11	IFNLR1	hsa04630
IL11	EGFR	hsa04630
IL11	EPOR	hsa04630
IL11	GHR	hsa04630
IL11	IFNAR1	hsa04630
IL11	IFNAR2	hsa04630
IL11	IFNGR1	hsa04630
IL11	IFNGR2	hsa04630
IL11	IL2RA	hsa04630
IL11	IL2RB	hsa04630
IL11	IL2RG	hsa04630
IL11	IL3RA	hsa04630
IL11	IL4R	hsa04630
IL11	IL5RA	hsa04630
IL11	IL6R	hsa04630
IL11	IL6ST	hsa04630
IL11	IL7R	hsa04630
IL11	IL9R	hsa04630
IL11	IL10RA	hsa04630
IL11	IL10RB	hsa04630
IL11	IL11RA	hsa04630
IL11	IL12RB1	hsa04630
IL11	IL12RB2	hsa04630
IL11	IL13RA1	hsa04630
IL11	IL13RA2	hsa04630
IL11	IL15RA	hsa04630
IL11	LEPR	hsa04630
IL11	LIFR	hsa04630
IL11	MPL	hsa04630
IL11	IL21R	hsa04630
IL11	PDGFRA	hsa04630
IL11	PDGFRB	hsa04630
IL11	IL20RA	hsa04630
IL11	IL20RB	hsa04630
IL11	PRLR	hsa04630
IL11	IL22RA1	hsa04630
IL11	CRLF2	hsa04630
IL11	OSMR	hsa04630
IL11	IL27RA	hsa04630
IL12A	IL22RA2	hsa04630
IL12A	CNTFR	hsa04630
IL12A	CSF2RA	hsa04630
IL12A	CSF2RB	hsa04630
IL12A	CSF3R	hsa04630
IL12A	IL23R	hsa04630
IL12A	IFNLR1	hsa04630
IL12A	EGFR	hsa04630
IL12A	EPOR	hsa04630
IL12A	GHR	hsa04630
IL12A	IFNAR1	hsa04630
IL12A	IFNAR2	hsa04630
IL12A	IFNGR1	hsa04630
IL12A	IFNGR2	hsa04630
IL12A	IL2RA	hsa04630
IL12A	IL2RB	hsa04630
IL12A	IL2RG	hsa04630
IL12A	IL3RA	hsa04630
IL12A	IL4R	hsa04630
IL12A	IL5RA	hsa04630
IL12A	IL6R	hsa04630
IL12A	IL6ST	hsa04630
IL12A	IL7R	hsa04630
IL12A	IL9R	hsa04630
IL12A	IL10RA	hsa04630
IL12A	IL10RB	hsa04630
IL12A	IL11RA	hsa04630
IL12A	IL12RB1	hsa04630
IL12A	IL12RB2	hsa04630
IL12A	IL13RA1	hsa04630
IL12A	IL13RA2	hsa04630
IL12A	IL15RA	hsa04630
IL12A	LEPR	hsa04630
IL12A	LIFR	hsa04630
IL12A	MPL	hsa04630
IL12A	IL21R	hsa04630
IL12A	PDGFRA	hsa04630
IL12A	PDGFRB	hsa04630
IL12A	IL20RA	hsa04630
IL12A	IL20RB	hsa04630
IL12A	PRLR	hsa04630
IL12A	IL22RA1	hsa04630
IL12A	CRLF2	hsa04630
IL12A	OSMR	hsa04630
IL12A	IL27RA	hsa04630
IL12B	IL22RA2	hsa04630
IL12B	CNTFR	hsa04630
IL12B	CSF2RA	hsa04630
IL12B	CSF2RB	hsa04630
IL12B	CSF3R	hsa04630
IL12B	IL23R	hsa04630
IL12B	IFNLR1	hsa04630
IL12B	EGFR	hsa04630
IL12B	EPOR	hsa04630
IL12B	GHR	hsa04630
IL12B	IFNAR1	hsa04630
IL12B	IFNAR2	hsa04630
IL12B	IFNGR1	hsa04630
IL12B	IFNGR2	hsa04630
IL12B	IL2RA	hsa04630
IL12B	IL2RB	hsa04630
IL12B	IL2RG	hsa04630
IL12B	IL3RA	hsa04630
IL12B	IL4R	hsa04630
IL12B	IL5RA	hsa04630
IL12B	IL6R	hsa04630
IL12B	IL6ST	hsa04630
IL12B	IL7R	hsa04630
IL12B	IL9R	hsa04630
IL12B	IL10RA	hsa04630
IL12B	IL10RB	hsa04630
IL12B	IL11RA	hsa04630
IL12B	IL12RB1	hsa04630
IL12B	IL12RB2	hsa04630
IL12B	IL13RA1	hsa04630
IL12B	IL13RA2	hsa04630
IL12B	IL15RA	hsa04630
IL12B	LEPR	hsa04630
IL12B	LIFR	hsa04630
IL12B	MPL	hsa04630
IL12B	IL21R	hsa04630
IL12B	PDGFRA	hsa04630
IL12B	PDGFRB	hsa04630
IL12B	IL20RA	hsa04630
IL12B	IL20RB	hsa04630
IL12B	PRLR	hsa04630
IL12B	IL22RA1	hsa04630
IL12B	CRLF2	hsa04630
IL12B	OSMR	hsa04630
IL12B	IL27RA	hsa04630
IL13	IL22RA2	hsa04630
IL13	CNTFR	hsa04630
IL13	CSF2RA	hsa04630
IL13	CSF2RB	hsa04630
IL13	CSF3R	hsa04630
IL13	IL23R	hsa04630
IL13	IFNLR1	hsa04630
IL13	EGFR	hsa04630
IL13	EPOR	hsa04630
IL13	GHR	hsa04630
IL13	IFNAR1	hsa04630
IL13	IFNAR2	hsa04630
IL13	IFNGR1	hsa04630
IL13	IFNGR2	hsa04630
IL13	IL2RA	hsa04630
IL13	IL2RB	hsa04630
IL13	IL2RG	hsa04630
IL13	IL3RA	hsa04630
IL13	IL4R	hsa04630
IL13	IL5RA	hsa04630
IL13	IL6R	hsa04630
IL13	IL6ST	hsa04630
IL13	IL7R	hsa04630
IL13	IL9R	hsa04630
IL13	IL10RA	hsa04630
IL13	IL10RB	hsa04630
IL13	IL11RA	hsa04630
IL13	IL12RB1	hsa04630
IL13	IL12RB2	hsa04630
IL13	IL13RA1	hsa04630
IL13	IL13RA2	hsa04630
IL13	IL15RA	hsa04630
IL13	LEPR	hsa04630
IL13	LIFR	hsa04630
IL13	MPL	hsa04630
IL13	IL21R	hsa04630
IL13	PDGFRA	hsa04630
IL13	PDGFRB	hsa04630
IL13	IL20RA	hsa04630
IL13	IL20RB	hsa04630
IL13	PRLR	hsa04630
IL13	IL22RA1	hsa04630
IL13	CRLF2	hsa04630
IL13	OSMR	hsa04630
IL13	IL27RA	hsa04630
IL15	IL22RA2	hsa04630
IL15	CNTFR	hsa04630
IL15	CSF2RA	hsa04630
IL15	CSF2RB	hsa04630
IL15	CSF3R	hsa04630
IL15	IL23R	hsa04630
IL15	IFNLR1	hsa04630
IL15	EGFR	hsa04630
IL15	EPOR	hsa04630
IL15	GHR	hsa04630
IL15	IFNAR1	hsa04630
IL15	IFNAR2	hsa04630
IL15	IFNGR1	hsa04630
IL15	IFNGR2	hsa04630
IL15	IL2RA	hsa04630
IL15	IL2RB	hsa04630
IL15	IL2RG	hsa04630
IL15	IL3RA	hsa04630
IL15	IL4R	hsa04630
IL15	IL5RA	hsa04630
IL15	IL6R	hsa04630
IL15	IL6ST	hsa04630
IL15	IL7R	hsa04630
IL15	IL9R	hsa04630
IL15	IL10RA	hsa04630
IL15	IL10RB	hsa04630
IL15	IL11RA	hsa04630
IL15	IL12RB1	hsa04630
IL15	IL12RB2	hsa04630
IL15	IL13RA1	hsa04630
IL15	IL13RA2	hsa04630
IL15	IL15RA	hsa04630
IL15	LEPR	hsa04630
IL15	LIFR	hsa04630
IL15	MPL	hsa04630
IL15	IL21R	hsa04630
IL15	PDGFRA	hsa04630
IL15	PDGFRB	hsa04630
IL15	IL20RA	hsa04630
IL15	IL20RB	hsa04630
IL15	PRLR	hsa04630
IL15	IL22RA1	hsa04630
IL15	CRLF2	hsa04630
IL15	OSMR	hsa04630
IL15	IL27RA	hsa04630
LIF	IL22RA2	hsa04630
LIF	CNTFR	hsa04630
LIF	CSF2RA	hsa04630
LIF	CSF2RB	hsa04630
LIF	CSF3R	hsa04630
LIF	IL23R	hsa04630
LIF	IFNLR1	hsa04630
LIF	EGFR	hsa04630
LIF	EPOR	hsa04630
LIF	GHR	hsa04630
LIF	IFNAR1	hsa04630
LIF	IFNAR2	hsa04630
LIF	IFNGR1	hsa04630
LIF	IFNGR2	hsa04630
LIF	IL2RA	hsa04630
LIF	IL2RB	hsa04630
LIF	IL2RG	hsa04630
LIF	IL3RA	hsa04630
LIF	IL4R	hsa04630
LIF	IL5RA	hsa04630
LIF	IL6R	hsa04630
LIF	IL6ST	hsa04630
LIF	IL7R	hsa04630
LIF	IL9R	hsa04630
LIF	IL10RA	hsa04630
LIF	IL10RB	hsa04630
LIF	IL11RA	hsa04630
LIF	IL12RB1	hsa04630
LIF	IL12RB2	hsa04630
LIF	IL13RA1	hsa04630
LIF	IL13RA2	hsa04630
LIF	IL15RA	hsa04630
LIF	LEPR	hsa04630
LIF	LIFR	hsa04630
LIF	MPL	hsa04630
LIF	IL21R	hsa04630
LIF	PDGFRA	hsa04630
LIF	PDGFRB	hsa04630
LIF	IL20RA	hsa04630
LIF	IL20RB	hsa04630
LIF	PRLR	hsa04630
LIF	IL22RA1	hsa04630
LIF	CRLF2	hsa04630
LIF	OSMR	hsa04630
LIF	IL27RA	hsa04630
OSM	IL22RA2	hsa04630
OSM	CNTFR	hsa04630
OSM	CSF2RA	hsa04630
OSM	CSF2RB	hsa04630
OSM	CSF3R	hsa04630
OSM	IL23R	hsa04630
OSM	IFNLR1	hsa04630
OSM	EGFR	hsa04630
OSM	EPOR	hsa04630
OSM	GHR	hsa04630
OSM	IFNAR1	hsa04630
OSM	IFNAR2	hsa04630
OSM	IFNGR1	hsa04630
OSM	IFNGR2	hsa04630
OSM	IL2RA	hsa04630
OSM	IL2RB	hsa04630
OSM	IL2RG	hsa04630
OSM	IL3RA	hsa04630
OSM	IL4R	hsa04630
OSM	IL5RA	hsa04630
OSM	IL6R	hsa04630
OSM	IL6ST	hsa04630
OSM	IL7R	hsa04630
OSM	IL9R	hsa04630
OSM	IL10RA	hsa04630
OSM	IL10RB	hsa04630
OSM	IL11RA	hsa04630
OSM	IL12RB1	hsa04630
OSM	IL12RB2	hsa04630
OSM	IL13RA1	hsa04630
OSM	IL13RA2	hsa04630
OSM	IL15RA	hsa04630
OSM	LEPR	hsa04630
OSM	LIFR	hsa04630
OSM	MPL	hsa04630
OSM	IL21R	hsa04630
OSM	PDGFRA	hsa04630
OSM	PDGFRB	hsa04630
OSM	IL20RA	hsa04630
OSM	IL20RB	hsa04630
OSM	PRLR	hsa04630
OSM	IL22RA1	hsa04630
OSM	CRLF2	hsa04630
OSM	OSMR	hsa04630
OSM	IL27RA	hsa04630
IL20	IL22RA2	hsa04630
IL20	CNTFR	hsa04630
IL20	CSF2RA	hsa04630
